term,label
http://www.wurvoc.org/vocabularies/om-1.8/capacitance-dimension,capacitance dimension
http://www.wurvoc.org/vocabularies/om-1.8/Gruneisen_parameter,Grüneisen parameter
http://www.wurvoc.org/vocabularies/om-1.8/International_Unit,International Unit
http://www.wurvoc.org/vocabularies/om-1.8/Fluidity,fluidity
http://www.wurvoc.org/vocabularies/om-1.8/Density_of_heat_flow_rate,density of heat flow rate
http://www.wurvoc.org/vocabularies/om-1.8/v_magnitude,v magnitude
http://www.wurvoc.org/vocabularies/om-1.8/gigahertz,gigahertz
http://www.wurvoc.org/vocabularies/om-1.8/Quantity_of_light,quantity of light
http://www.wurvoc.org/vocabularies/om-1.8/second-time,second
http://www.wurvoc.org/vocabularies/om-1.8/Fixed_zero_point,fixed zero point
http://www.wurvoc.org/vocabularies/om-1.8/decasiemens,decasiemens
http://www.wurvoc.org/vocabularies/om-1.8/Tween_mass_fraction,tween mass fraction
http://w3id.org/saref#Cleaning,Cleaning
http://www.wurvoc.org/vocabularies/om-1.8/_1084_62_on_the_Celsius_scale,1084.62 on the Celsius scale
http://www.wurvoc.org/vocabularies/om-1.8/reciprocal_atmosphere-standard,reciprocal atmosphere (standard)
http://www.wurvoc.org/vocabularies/om-1.8/coulomb_per_kilogram,coulomb per kilogram
http://www.wurvoc.org/vocabularies/om-1.8/inch-international,inch (international)
http://www.wurvoc.org/vocabularies/om-1.8/Salt_mass_fraction,salt mass fraction
http://w3id.org/saref#Humidity,Humidity
http://www.wurvoc.org/vocabularies/om-1.8/quart-Imperial,quart (Imperial)
http://www.wurvoc.org/vocabularies/om-1.8/megaeuro_per_megatonne,megaeuro per megatonne
http://www.wurvoc.org/vocabularies/om-1.8/second-time_per_day,second per day
http://www.wurvoc.org/vocabularies/om-1.8/Ionization_efficiency,ionization efficiency
http://www.wurvoc.org/vocabularies/om-1.8/electric_field-dimension,electric field dimension
http://www.wurvoc.org/vocabularies/om-1.8/Width,width
http://www.wurvoc.org/vocabularies/om-1.8/Quantum_number_of_nuclear_spin,quantum number of nuclear spin
http://www.wurvoc.org/vocabularies/om-1.8/cubic_zettametre,cubic zettametre
http://www.wurvoc.org/vocabularies/om-1.8/base_unit,base unit
http://w3id.org/saref#SwitchOnService,Switch on service
http://www.wurvoc.org/vocabularies/om-1.8/kilopascal,kilopascal
http://www.wurvoc.org/vocabularies/om-1.8/pascal,pascal
http://www.wurvoc.org/vocabularies/om-1.8/pascal,pascal
http://www.wurvoc.org/vocabularies/om-1.8/examole_per_metre,examole per metre
http://www.wurvoc.org/vocabularies/om-1.8/yoctometre,yoctometre
http://www.wurvoc.org/vocabularies/om-1.8/_692_677_on_the_Kelvin_scale,692.677 on the Kelvin scale
http://www.wurvoc.org/vocabularies/om-1.8/tesla,tesla
http://www.wurvoc.org/vocabularies/om-1.8/Quantum_number_of_component_of_J_in_the_direction_of_an_external_field,quantum number of component of J in the direction of an external field
http://w3id.org/saref#Washing,Washing
http://www.wurvoc.org/vocabularies/om-1.8/megasievert,megasievert
http://w3id.org/saref#Network,Network
http://www.wurvoc.org/vocabularies/om-1.8/tablespoon-US,tablespoon (US)
http://w3id.org/saref#isMeasuredByDevice,is measured by device
http://www.wurvoc.org/vocabularies/om-1.8/Cold_gas_mass_fraction,cold gas mass fraction
http://www.wurvoc.org/vocabularies/om-1.8/mebibit,mebibit
http://www.wurvoc.org/vocabularies/om-1.8/electric_dipole_moment-dimension,electric dipole moment dimension
http://www.wurvoc.org/vocabularies/om-1.8/Pauli_matrices,Pauli matrices
http://www.wurvoc.org/vocabularies/om-1.8/Action,action
http://www.wurvoc.org/vocabularies/om-1.8/kilohenry,kilohenry
http://www.wurvoc.org/vocabularies/om-1.8/joule_per_kilogram,joule per kilogram
http://www.wurvoc.org/vocabularies/om-1.8/cubic_yoctometre,cubic yoctometre
http://www.wurvoc.org/vocabularies/om-1.8/millifarad,millifarad
http://www.w3.org/ns/sosa/Result,Result
http://www.wurvoc.org/vocabularies/om-1.8/Volumetric_Serratia_marcescens_count,Serratia marcescens count (volumetric)
http://w3id.org/saref#Service,Service
http://www.wurvoc.org/vocabularies/om-1.8/terapascal,terapascal
https://w3id.org/seas/PercentageProperty,Percentage Property
http://www.wurvoc.org/vocabularies/om-1.8/picohertz,picohertz
http://www.wurvoc.org/vocabularies/om-1.8/Ordered_measurement_scale_category,ordered measurement scale category
http://www.wurvoc.org/vocabularies/om-1.8/Strain_tensor,strain tensor
http://www.wurvoc.org/vocabularies/om-1.8/nanosiemens,nanosiemens
http://www.wurvoc.org/vocabularies/om-1.8/Volumetric_Salmonella_count,Salmonella count (volumetric)
http://www.wurvoc.org/vocabularies/om-1.8/hectovolt,hectovolt
http://www.wurvoc.org/vocabularies/om-1.8/Magnetic_potential_difference,magnetic potential difference
http://www.wurvoc.org/vocabularies/om-1.8/Lattice_vector,lattice vector
http://www.wurvoc.org/vocabularies/om-1.8/yottawatt,yottawatt
http://www.wurvoc.org/vocabularies/om-1.8/Mass_fraction,mass fraction
http://www.wurvoc.org/vocabularies/om-1.8/Helmholtz_function,Helmholtz function
http://w3id.org/saref#EnergyUnit,Energy unit
http://www.wurvoc.org/vocabularies/om-1.8/stathenry,stathenry
http://w3id.org/saref#isControlledByDevice,is controlled by device
http://www.wurvoc.org/vocabularies/om-1.8/_13_8033_on_the_Kelvin_scale,13.8033 on the Kelvin scale
http://www.wurvoc.org/vocabularies/om-1.8/Diffusion_length,diffusion length
http://www.wurvoc.org/vocabularies/om-1.8/Symmetry_number,symmetry number
http://www.wurvoc.org/vocabularies/om-1.8/Particle_position_vector_component,particle position vector component
http://www.wurvoc.org/vocabularies/om-1.8/Lagrangian_function,Lagrangian function
http://www.wurvoc.org/vocabularies/om-1.8/yoctoampere,yoctoampere
http://www.wurvoc.org/vocabularies/om-1.8/kilogram_per_hectare,kilogram per hectare
http://www.wurvoc.org/vocabularies/om-1.8/kilowatt,kilowatt
http://www.wurvoc.org/vocabularies/om-1.8/kilowatt,kilowatt
http://www.wurvoc.org/vocabularies/om-1.8/femtosecond-time_squared,femtosecond squared
http://www.wurvoc.org/vocabularies/om-1.8/Irradiance,irradiance
http://www.wurvoc.org/vocabularies/om-1.8/deciohm,deciohm
http://www.wurvoc.org/vocabularies/om-1.8/Permeance-electromagnetic,permeance (electromagnetic)
http://www.wurvoc.org/vocabularies/om-1.8/pint-Imperial,pint (Imperial)
http://www.wurvoc.org/vocabularies/om-1.8/megahenry,megahenry
http://www.wurvoc.org/vocabularies/om-1.8/Magnitude,magnitude
http://www.wurvoc.org/vocabularies/om-1.8/attotesla,attotesla
http://www.wurvoc.org/vocabularies/om-1.8/watt_per_hertz,watt per hertz
http://www.wurvoc.org/vocabularies/om-1.8/nanohenry,nanohenry
http://www.wurvoc.org/vocabularies/om-1.8/Expectation_value_of_A,expectation value of A
http://www.wurvoc.org/vocabularies/om-1.8/watt_per_steradian,watt per steradian
http://www.wurvoc.org/vocabularies/om-1.8/exbi,exbi
http://www.wurvoc.org/vocabularies/om-1.8/kilogram_square_metre,kilogram square metre
http://www.wurvoc.org/vocabularies/om-1.8/centifarad,centifarad
http://www.wurvoc.org/vocabularies/om-1.8/Acoustic_pressure,acoustic pressure
http://www.wurvoc.org/vocabularies/om-1.8/watt_per_steradian_square_metre_hertz,watt per steradian square metre hertz
http://www.wurvoc.org/vocabularies/om-1.8/picomolair,picomolair
http://www.wurvoc.org/vocabularies/om-1.8/decacoulomb,decacoulomb
http://www.wurvoc.org/vocabularies/om-1.8/mega,mega
http://www.wurvoc.org/vocabularies/om-1.8/Electric_field,electric field
http://www.wurvoc.org/vocabularies/om-1.8/gallon-Imperial,gallon (Imperial)
http://www.wurvoc.org/vocabularies/om-1.8/reciprocal_year,reciprocal year
http://www.wurvoc.org/vocabularies/om-1.8/Wetting_angle,wetting angle
http://www.wurvoc.org/vocabularies/om-1.8/ton-short_assay,ton (short assay)
http://www.wurvoc.org/vocabularies/om-1.8/cubic_megametre,cubic megametre
http://www.wurvoc.org/vocabularies/om-1.8/Rotational_constants,rotational constants
http://www.wurvoc.org/vocabularies/om-1.8/Shear_loss_modulus,shear loss modulus
http://www.wurvoc.org/vocabularies/om-1.8/square_metre_nanometre,square metre nanometre
http://www.wurvoc.org/vocabularies/om-1.8/millisecond-time_squared,millisecond squared
http://www.wurvoc.org/vocabularies/om-1.8/microlitre,microlitre
http://www.wurvoc.org/vocabularies/om-1.8/Interval_scale,interval scale
http://www.wurvoc.org/vocabularies/om-1.8/Number_yellow_leaves,number yellow leaves
http://www.wurvoc.org/vocabularies/om-1.8/attofarad,attofarad
http://www.wurvoc.org/vocabularies/om-1.8/_-189_3442_on_the_Celsius_scale,-189.3442 on the Celsius scale
http://www.wurvoc.org/vocabularies/om-1.8/femtokatal,femtokatal
http://www.wurvoc.org/vocabularies/om-1.8/gram_per_gigalitre,gram per gigalitre
http://www.wurvoc.org/vocabularies/om-1.8/External_browning,external browning
http://www.wurvoc.org/vocabularies/om-1.8/Electric_potential,electric potential
http://www.wurvoc.org/vocabularies/om-1.8/petabecquerel,petabecquerel
http://w3id.org/saref#actsUpon,acts upon
http://www.wurvoc.org/vocabularies/om-1.8/Weber_number,Weber number
http://www.wurvoc.org/vocabularies/om-1.8/Specific_Corynebacterium_bovis_count,Corynebacterium bovis count (specific)
http://www.wurvoc.org/vocabularies/om-1.8/Specific_catalytic_activity,specific catalytic activity
http://www.wurvoc.org/vocabularies/om-1.8/centimetre_per_day,centimetre per day
http://www.wurvoc.org/vocabularies/om-1.8/megaeuro,megaeuro
http://www.wurvoc.org/vocabularies/om-1.8/decakatal,decakatal
http://www.wurvoc.org/vocabularies/om-1.8/stilb,stilb
http://www.wurvoc.org/vocabularies/om-1.8/zettametre,zettametre
http://www.wurvoc.org/vocabularies/om-1.8/Thickness,thickness
http://www.wurvoc.org/vocabularies/om-1.8/exapascal,exapascal
http://www.wurvoc.org/vocabularies/om-1.8/Particle_position_vector,particle position vector
http://www.wurvoc.org/vocabularies/om-1.8/Momentum_operator_in_coordinate_representation,momentum operator in coordinate representation
http://www.wurvoc.org/vocabularies/om-1.8/Speed,speed
http://www.wurvoc.org/vocabularies/om-1.8/picogram_per_litre,picogram per litre
http://www.wurvoc.org/vocabularies/om-1.8/Impact_parameter,impact parameter
http://www.wurvoc.org/vocabularies/om-1.8/metre_per_millisecond-time_squared,metre per millisecond squared
http://www.wurvoc.org/vocabularies/om-1.8/Superconductor_energy_gap,superconductor energy gap
http://www.wurvoc.org/vocabularies/om-1.8/reciprocal_kelvin,reciprocal kelvin
http://www.wurvoc.org/vocabularies/om-1.8/decidegree_Celsius,decidegree Celsius
http://www.wurvoc.org/vocabularies/om-1.8/Total_angular_momentum_quantum_number,total angular momentum quantum number
http://www.wurvoc.org/vocabularies/om-1.8/thermodynamics,thermodynamics
http://www.wurvoc.org/vocabularies/om-1.8/yoctokelvin,yoctokelvin
http://www.wurvoc.org/vocabularies/om-1.8/Volumetric_coliform_bacteria_count,coliform bacteria count (volumetric)
http://www.wurvoc.org/vocabularies/om-1.8/watt_per_metre_kelvin,watt per metre kelvin
http://www.wurvoc.org/vocabularies/om-1.8/attoradian,attoradian
http://www.wurvoc.org/vocabularies/om-1.8/mole_micrometre_reciprocal_square_centimetre_reciprocal_second-time,mole micrometre reciprocal square centimetre reciprocal second
http://www.wurvoc.org/vocabularies/om-1.8/astronomy_and_astrophysics,astronomy and astrophysics
http://www.wurvoc.org/vocabularies/om-1.8/kilogram_per_second-time,kilogram per second
http://www.wurvoc.org/vocabularies/om-1.8/watt_per_cubic_metre,watt per cubic metre
http://www.w3.org/ns/sosa/madeBySensor,made by sensor
http://www.wurvoc.org/vocabularies/om-1.8/Dissociation_energy,dissociation energy
http://www.wurvoc.org/vocabularies/om-1.8/Charge_number_of_an_ion,charge number of an ion
http://www.wurvoc.org/vocabularies/om-1.8/megamole_per_metre,megamole per metre
http://www.wurvoc.org/vocabularies/om-1.8/minute-sidereal,minute (sidereal)
http://www.wurvoc.org/vocabularies/om-1.8/yoctogram_per_litre,yoctogram per litre
http://www.wurvoc.org/vocabularies/om-1.8/Number_nonturgid_flowers,number nonturgid flowers
http://www.wurvoc.org/vocabularies/om-1.8/Scale_length,scale length
http://w3id.org/saref#GetMeterDataCommand,Get meter data command
http://www.wurvoc.org/vocabularies/om-1.8/mole_per_petametre,mole per petametre
http://www.wurvoc.org/vocabularies/om-1.8/molar_energy-dimension,molar energy dimension
http://www.wurvoc.org/vocabularies/om-1.8/femtogram,femtogram
http://www.wurvoc.org/vocabularies/om-1.8/decicandela,decicandela
http://www.wurvoc.org/vocabularies/om-1.8/milligram_per_litre,milligram per litre
http://www.wurvoc.org/vocabularies/om-1.8/V_amplitude,V amplitude
http://www.wurvoc.org/vocabularies/om-1.8/zeptogram_per_litre,zeptogram per litre
http://www.wurvoc.org/vocabularies/om-1.8/Velocity_component,velocity component
http://w3id.org/saref#Appliance,Appliance
http://www.wurvoc.org/vocabularies/om-1.8/jansky,jansky
http://www.wurvoc.org/vocabularies/om-1.8/second-time_squared,second squared
http://www.wurvoc.org/vocabularies/om-1.8/Molality,molality
http://www.wurvoc.org/vocabularies/om-1.8/Ionization_energy,ionization energy
http://www.w3.org/ns/sosa/isHostedBy,is hosted by
http://www.wurvoc.org/vocabularies/om-1.8/mole_per_zeptometre,mole per zeptometre
http://www.wurvoc.org/vocabularies/om-1.8/Celsius_temperature,Celsius temperature
http://www.wurvoc.org/vocabularies/om-1.8/stokes,stokes
http://www.wurvoc.org/vocabularies/om-1.8/metre_per_decisecond-time,metre per decisecond
http://www.wurvoc.org/vocabularies/om-1.8/centigram_per_litre,centigram per litre
http://www.wurvoc.org/vocabularies/om-1.8/Volume_strain,volume strain
http://www.wurvoc.org/vocabularies/om-1.8/molair,molair
http://www.wurvoc.org/vocabularies/om-1.8/gigaparsec,gigaparsec
http://www.wurvoc.org/vocabularies/om-1.8/milligram_RAE,milligram RAE
http://www.wurvoc.org/vocabularies/om-1.8/kiloelectronvolt,kiloelectronvolt
http://www.wurvoc.org/vocabularies/om-1.8/Shear_storage_modulus,shear storage modulus
http://www.wurvoc.org/vocabularies/om-1.8/zeptohertz,zeptohertz
http://www.w3.org/ns/td#base,base
http://www.wurvoc.org/vocabularies/om-1.8/cord,cord
http://www.wurvoc.org/vocabularies/om-1.8/yottahenry,yottahenry
http://www.wurvoc.org/vocabularies/om-1.8/thermodynamic_temperature_of_the_triple_point_of_water,triple point of water thermodynamic temperature
http://w3id.org/saref#SetLevelCommand,Set level command
http://www.wurvoc.org/vocabularies/om-1.8/centitesla,centitesla
http://www.wurvoc.org/vocabularies/om-1.8/Number_abscised_buds,number abscised buds
http://www.wurvoc.org/vocabularies/om-1.8/Relaxation_time,relaxation time
http://www.wurvoc.org/vocabularies/om-1.8/Bulk_modulus,bulk modulus
http://www.wurvoc.org/vocabularies/om-1.8/kilobit,kilobit
http://www.wurvoc.org/vocabularies/om-1.8/attometre_per_second-time_squared,attometre per second squared
https://w3id.org/pep/implements,implements
http://www.wurvoc.org/vocabularies/om-1.8/Cosmological_constant,cosmological constant
http://www.w3.org/ns/ssn/hasDeployment,has deployment
http://www.wurvoc.org/vocabularies/om-1.8/Luminosity_function,luminosity function
http://www.wurvoc.org/vocabularies/om-1.8/megaweber,megaweber
http://www.wurvoc.org/vocabularies/om-1.8/Mach_number,Mach number
http://www.wurvoc.org/vocabularies/om-1.8/deciradian,deciradian
http://w3id.org/saref#GetSensingDataCommand,Get sensing data command
http://www.wurvoc.org/vocabularies/om-1.8/Amount_of_substance,amount of substance
http://www.wurvoc.org/vocabularies/om-1.8/Orbital_angular_momentum_quantum_number,orbital angular momentum quantum number
http://www.w3.org/ns/td#outputData,outputData
http://www.wurvoc.org/vocabularies/om-1.8/piconewton,piconewton
http://www.wurvoc.org/vocabularies/om-1.8/Area_density_rate,area density rate
http://www.wurvoc.org/vocabularies/om-1.8/metre_per_kilosecond-time,metre per kilosecond
http://www.wurvoc.org/vocabularies/om-1.8/gigabit,gigabit
http://www.wurvoc.org/vocabularies/om-1.8/petasecond-time_squared,petasecond squared
http://www.wurvoc.org/vocabularies/om-1.8/petakatal,petakatal
http://www.wurvoc.org/vocabularies/om-1.8/wavenumber-dimension,wavenumber dimension
http://www.wurvoc.org/vocabularies/om-1.8/gill-Imperial,gill (Imperial)
http://www.wurvoc.org/vocabularies/om-1.8/exajoule,exajoule
http://www.wurvoc.org/vocabularies/om-1.8/Photographic_amplitude,photographic amplitude
https://w3id.org/seas/MinimumEvaluation,Minimum Evaluation
http://www.wurvoc.org/vocabularies/om-1.8/katal_per_cubic_metre,katal per cubic metre
http://www.wurvoc.org/vocabularies/om-1.8/micron,micron
http://www.wurvoc.org/vocabularies/om-1.8/Shear_rate,shear rate
http://www.wurvoc.org/vocabularies/om-1.8/attogray,attogray
http://www.wurvoc.org/vocabularies/om-1.8/decibar,decibar
http://w3id.org/saref#hasTime,has time
http://www.wurvoc.org/vocabularies/om-1.8/Froude_number,Froude number
http://www.wurvoc.org/vocabularies/om-1.8/Thermal_diffusion_coefficient,thermal diffusion coefficient
http://www.wurvoc.org/vocabularies/om-1.8/microjoule,microjoule
http://www.wurvoc.org/vocabularies/om-1.8/specific_energy_or_absorbed_dose_or_dose_equivalent-dimension,"specific energy, absorbed dose, or dose equivalent dimension"
http://www.wurvoc.org/vocabularies/om-1.8/femtosievert,femtosievert
http://www.wurvoc.org/vocabularies/om-1.8/ton-register,ton (register)
http://www.wurvoc.org/vocabularies/om-1.8/zeptolitre,zeptolitre
http://www.wurvoc.org/vocabularies/om-1.8/gigasievert,gigasievert
http://www.wurvoc.org/vocabularies/om-1.8/reciprocal_second-time,reciprocal second
http://www.w3.org/ns/sosa/hasSample,has sample
http://www.wurvoc.org/vocabularies/om-1.8/Electric_current,electric current
http://www.wurvoc.org/vocabularies/om-1.8/SI_luminous_intensity_dimension_exponent,SI luminous intensity dimension exponent
http://www.wurvoc.org/vocabularies/om-1.8/megagram_per_litre,megagram per litre
http://www.wurvoc.org/vocabularies/om-1.8/Electrical_conductance,electrical conductance
http://www.wurvoc.org/vocabularies/om-1.8/zeptoampere,zeptoampere
http://www.wurvoc.org/vocabularies/om-1.8/Number_density_of_particles,number density of particles
http://www.wurvoc.org/vocabularies/om-1.8/femtomole,femtomole
http://www.wurvoc.org/vocabularies/om-1.8/Surface_charge_density,surface charge density
http://www.wurvoc.org/vocabularies/om-1.8/Illuminance,illuminance
http://www.wurvoc.org/vocabularies/om-1.8/Cross_section,cross section
https://w3id.org/seas/connectsSystemThrough,connects system through
http://www.wurvoc.org/vocabularies/om-1.8/Initial_mass_function,initial mass function
http://www.wurvoc.org/vocabularies/om-1.8/pound-avoirdupois,pound (avoirdupois)
http://www.wurvoc.org/vocabularies/om-1.8/Relativistic_coordinate,relativistic coordinate
http://www.wurvoc.org/vocabularies/om-1.8/microsecond-plane_angle,microsecond (plane angle)
http://www.wurvoc.org/vocabularies/om-1.8/Number_manual_firmness_0.5,number manual firmness 0.5
http://www.wurvoc.org/vocabularies/om-1.8/gram_per_microlitre,gram per microlitre
http://www.wurvoc.org/vocabularies/om-1.8/yoctosecond-time,yoctosecond
http://www.wurvoc.org/vocabularies/om-1.8/Tangential_acceleration,tangential acceleration
http://www.wurvoc.org/vocabularies/om-1.8/nanolumen,nanolumen
http://www.wurvoc.org/vocabularies/om-1.8/Hydrophobicity,hydrophobicity
http://www.wurvoc.org/vocabularies/om-1.8/astronomical_unit,astronomical unit
http://www.wurvoc.org/vocabularies/om-1.8/magnetic_field_strength-dimension,magnetic field strength dimension
http://www.wurvoc.org/vocabularies/om-1.8/gigabyte,gigabyte
http://www.wurvoc.org/vocabularies/om-1.8/abbreviation,abbreviation
http://www.wurvoc.org/vocabularies/om-1.8/statampere,statampere
http://www.wurvoc.org/vocabularies/om-1.8/Microcanonical_partition_function,microcanonical partition function
http://www.wurvoc.org/vocabularies/om-1.8/zeptometre_per_second-time_squared,zeptometre per second squared
http://www.wurvoc.org/vocabularies/om-1.8/Carton_mass,carton mass
http://www.wurvoc.org/vocabularies/om-1.8/Stanton_number_for_mass_transfer,Stanton number for mass transfer
http://www.wurvoc.org/vocabularies/om-1.8/mole_per_picometre,mole per picometre
http://www.wurvoc.org/vocabularies/om-1.8/Single_plane_or_set_of_parallel_planes_in_a_lattice,single plane or set of parallel planes in a lattice
http://www.wurvoc.org/vocabularies/om-1.8/hundredweight-US,hundredweight (US)
http://www.wurvoc.org/vocabularies/om-1.8/attogram,attogram
http://www.wurvoc.org/vocabularies/om-1.8/Number_malformed_flowers,number malformed flowers
http://www.wurvoc.org/vocabularies/om-1.8/zettawatt,zettawatt
http://www.wurvoc.org/vocabularies/om-1.8/furlong-international,furlong (international)
http://www.wurvoc.org/vocabularies/om-1.8/Number_density,number density
http://www.wurvoc.org/vocabularies/om-1.8/decikatal,decikatal
http://www.wurvoc.org/vocabularies/om-1.8/degree_Celsius,degree Celsius
http://www.wurvoc.org/vocabularies/om-1.8/degree_Celsius,degree Celsius
http://www.wurvoc.org/vocabularies/om-1.8/zeptogray,zeptogray
http://www.wurvoc.org/vocabularies/om-1.8/bit_per_second-time,bit per second
http://www.wurvoc.org/vocabularies/om-1.8/gram_per_centilitre,gram per centilitre
http://www.wurvoc.org/vocabularies/om-1.8/Galactic_longitude,galactic longitude
http://w3id.org/saref#Stop,Stop
http://www.wurvoc.org/vocabularies/om-1.8/Drift_velocity,drift velocity
http://www.wurvoc.org/vocabularies/om-1.8/Stanton_number,Stanton number
http://www.wurvoc.org/vocabularies/om-1.8/metre_per_picosecond-time_squared,metre per picosecond squared
http://www.wurvoc.org/vocabularies/om-1.8/decivolt,decivolt
http://www.wurvoc.org/vocabularies/om-1.8/picobecquerel,picobecquerel
http://www.wurvoc.org/vocabularies/om-1.8/millisecond-plane_angle_per_year,millisecond (plane_angle) per year
http://www.wurvoc.org/vocabularies/om-1.8/unofficial_label,unofficial label
http://www.wurvoc.org/vocabularies/om-1.8/joule_per_cubic_metre,joule per cubic metre
http://www.wurvoc.org/vocabularies/om-1.8/mole_per_exalitre,mole per exalitre
http://www.wurvoc.org/vocabularies/om-1.8/megapascal,megapascal
http://www.wurvoc.org/vocabularies/om-1.8/zeptocoulomb,zeptocoulomb
http://www.wurvoc.org/vocabularies/om-1.8/baud,baud
http://www.wurvoc.org/vocabularies/om-1.8/Molar_energy,molar energy
http://www.wurvoc.org/vocabularies/om-1.8/decalumen,decalumen
http://www.wurvoc.org/vocabularies/om-1.8/Distance_modulus,distance modulus
http://www.wurvoc.org/vocabularies/om-1.8/Principal_function_of_Hamilton,principal function of Hamilton
http://www.wurvoc.org/vocabularies/om-1.8/metre_per_centisecond-time,metre per centisecond
http://www.wurvoc.org/vocabularies/om-1.8/Annihilation_operators,annihilation operators
http://www.wurvoc.org/vocabularies/om-1.8/Planck_function,Planck function
http://www.wurvoc.org/vocabularies/om-1.8/attobecquerel,attobecquerel
http://www.wurvoc.org/vocabularies/om-1.8/Lorenz_coefficient,Lorenz coefficient
http://www.wurvoc.org/vocabularies/om-1.8/decitesla,decitesla
http://www.wurvoc.org/vocabularies/om-1.8/Radiant_flux,radiant flux
http://www.wurvoc.org/vocabularies/om-1.8/frequency-dimension,frequency dimension
http://www.wurvoc.org/vocabularies/om-1.8/Singapore_dollar,Singapore dollar
http://www.w3.org/ns/ssn/hasSubSystem,has subsystem
http://www.wurvoc.org/vocabularies/om-1.8/Magnetic_field_strength,magnetic field strength
http://www.wurvoc.org/vocabularies/om-1.8/megakelvin,megakelvin
http://www.wurvoc.org/vocabularies/om-1.8/attomole,attomole
http://www.wurvoc.org/vocabularies/om-1.8/Fundamental_translation_vectors_where_δik_is_the_Kronecker_delta_symbol,fundamental translation vectors where δik is the Kronecker delta symbol
http://www.wurvoc.org/vocabularies/om-1.8/zeptoohm,zeptoohm
http://www.wurvoc.org/vocabularies/om-1.8/Energy,energy
http://www.wurvoc.org/vocabularies/om-1.8/horsepower-boiler,horsepower (boiler)
http://www.wurvoc.org/vocabularies/om-1.8/pascal_second-time,pascal second
http://www.wurvoc.org/vocabularies/om-1.8/yoctometre_per_second-time_squared,yoctometre per second squared
http://www.wurvoc.org/vocabularies/om-1.8/Area_fraction,area fraction
http://www.wurvoc.org/vocabularies/om-1.8/are,are
http://w3id.org/saref#StepDown,Step down
http://www.wurvoc.org/vocabularies/om-1.8/gigatesla,gigatesla
http://www.wurvoc.org/vocabularies/om-1.8/Area,area
http://www.wurvoc.org/vocabularies/om-1.8/external_link,external link
http://w3id.org/saref#GetMeterHistoryCommand,Get meter history command
http://www.wurvoc.org/vocabularies/om-1.8/mole_per_gigametre,mole per gigametre
http://www.wurvoc.org/vocabularies/om-1.8/millisiemens,millisiemens
http://www.wurvoc.org/vocabularies/om-1.8/decahenry,decahenry
http://www.wurvoc.org/vocabularies/om-1.8/gigalitre,gigalitre
http://www.wurvoc.org/vocabularies/om-1.8/Quantum_number_of_component_of_X_in_the_direction_of_an_external_field,quantum number of component of X in the direction of an external field
http://www.wurvoc.org/vocabularies/om-1.8/coulomb_per_cubic_metre,coulomb per cubic metre
http://www.wurvoc.org/vocabularies/om-1.8/gibi,gibi
